volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.6213776084279539,^GSPC,0,-1.3860147546216854,-0.12714669383987748,31/12/2018,Q4 2018,6
-0.6124003480430595,^GSPC,0,0.9689910788902509,-0.1271466941608536,31/3/2019,Q1 2019,6
-0.6088302627475798,^GSPC,0,0.16083466832033239,-0.1271466941215481,30/6/2019,Q2 2019,6
-0.5955014233134361,^GSPC,0,-0.06551087636485972,-0.12714669405613477,30/9/2019,Q3 2019,6
-0.5819931843892266,^GSPC,0,0.5464817500947553,-0.12714669409921972,31/12/2019,Q4 2019,6
0.7575607575900533,^HSI,1,0.4774232995437719,-0.12714669407973872,31/3/1998,Q1 1998,7
0.9344220588942853,^HSI,0,-2.419128780821733,-0.12714669407973872,30/6/1998,Q2 1998,7
0.8795851936534758,^HSI,1,-0.8416110539091403,-0.12714669407973872,30/9/1998,Q3 1998,7
0.30599827118881534,^HSI,0,2.22305488700135,-0.12714669407973872,31/12/1998,Q4 1998,7
0.22721650430150075,^HSI,0,0.6055040193476773,-0.12714669407973872,31/3/1999,Q1 1999,7
0.41233230423105166,^HSI,0,1.8925250629015886,-0.12714669407973872,30/6/1999,Q2 1999,7
0.7008505053125672,^HSI,0,-0.6832974629566642,-0.12714669407973872,30/9/1999,Q3 1999,7
0.47882659623533214,^HSI,0,2.7236297900729087,-0.12714669407973872,31/12/1999,Q4 1999,7
0.5986349375653861,^HSI,1,0.05913933796730524,-0.12714669407973872,31/3/2000,Q1 2000,7
0.47569069068091946,^HSI,1,-0.7949472482081515,-0.12714669407973872,30/6/2000,Q2 2000,7
0.4248007379063866,^HSI,1,-0.4423111167551877,-0.12714669407973872,30/9/2000,Q3 2000,7
0.125186545501718,^HSI,0,-0.4771249167858506,-0.12714669407973872,31/12/2000,Q4 2000,7
0.09446333985351593,^HSI,0,-1.5163015559017712,-0.12714669407973872,31/3/2001,Q1 2001,7
